,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,year
4705,Arizona,8493,No,Basic,College,2011-02-26,Employed,M,27804,Suburban,Married,109,19.0,54,0.0,7,Personal Auto,Personal L3,Offer2,Branch,785,SUV,Medsize,Manual,February,2011
4706,California,4423,No,Basic,High School or Below,2011-01-30,Employed,M,35979,Suburban,Single,116,34.0,28,2.0,1,Personal Auto,Personal L3,Offer3,Call Center,557,Sports Car,Small,Manual,January,2011
4707,Oregon,2288,No,Basic,Bachelor,2011-02-18,Employed,F,69024,Urban,Married,61,15.0,32,0.0,1,Personal Auto,Personal L2,Offer2,Web,239,Four-Door Car,Medsize,Automatic,February,2011
4708,Oregon,4408,No,Basic,High School or Below,2011-02-01,Employed,M,66152,Suburban,Married,111,14.0,18,0.0,1,Corporate Auto,Corporate L2,Offer2,Call Center,533,SUV,Medsize,Manual,February,2011
4709,Oregon,5335,No,Basic,Bachelor,2011-02-28,Employed,F,91603,Suburban,Single,69,4.0,92,2.0,3,Personal Auto,Personal L2,Offer1,Agent,473,Four-Door Car,Small,Manual,February,2011
4710,Oregon,8629,No,Basic,High School or Below,2011-01-09,Employed,F,59107,Urban,Married,107,29.0,57,0.0,7,Personal Auto,Personal L2,Offer2,Branch,481,SUV,Medsize,Automatic,January,2011
4711,California,5493,No,Basic,High School or Below,2011-01-03,Employed,M,24976,Suburban,Single,72,2.0,60,1.0,3,Personal Auto,Personal L3,Offer3,Agent,566,Two-Door Car,Medsize,Manual,January,2011
4712,Washington,5021,No,Extended,College,2011-02-19,Employed,F,61987,Suburban,Married,125,24.0,4,0.0,1,Personal Auto,Personal L3,Offer2,Branch,723,SUV,Medsize,Automatic,February,2011
4713,Arizona,7494,No,Basic,Bachelor,2011-02-06,Unemployed,F,0,Suburban,Married,68,6.0,25,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,326,Four-Door Car,Medsize,Automatic,February,2011
4714,Washington,11360,No,Premium,High School or Below,2011-01-27,Unemployed,M,0,Suburban,Married,104,29.0,7,0.0,2,Corporate Auto,Corporate L1,Offer2,Branch,773,Two-Door Car,Small,Automatic,January,2011
4715,California,2807,No,Basic,High School or Below,2011-01-21,Employed,M,80915,Urban,Married,70,17.0,66,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,188,Four-Door Car,Medsize,Manual,January,2011
4716,California,3630,No,Basic,Bachelor,2011-02-16,Unemployed,F,0,Suburban,Single,101,34.0,53,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,727,SUV,Small,Automatic,February,2011
4717,Oregon,2857,No,Basic,Bachelor,2011-01-19,Employed,F,91811,Urban,Married,70,1.0,85,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,334,Four-Door Car,Medsize,Manual,January,2011
4718,California,4514,No,Basic,Bachelor,2011-01-24,Employed,M,50146,Suburban,Married,116,6.0,44,1.0,1,Personal Auto,Personal L3,Offer2,Branch,759,SUV,Medsize,Manual,January,2011
4719,Oregon,6748,No,Extended,Master,2011-01-11,Employed,M,68423,Urban,Single,85,14.0,81,0.0,7,Personal Auto,Personal L2,Offer2,Branch,324,Two-Door Car,Large,Manual,January,2011
4720,California,2708,No,Basic,High School or Below,2011-01-05,Employed,M,53807,Rural,Divorced,68,25.0,69,0.0,1,Personal Auto,Personal L3,Offer4,Web,64,Two-Door Car,Medsize,Manual,January,2011
4721,California,2776,No,Basic,College,2011-02-11,Employed,F,38222,Rural,Divorced,71,6.0,8,0.0,1,Personal Auto,Personal L2,Offer2,Call Center,167,Four-Door Car,Medsize,Automatic,February,2011
4722,California,3688,No,Basic,High School or Below,2011-02-03,Unemployed,M,0,Suburban,Single,63,0.0,54,3.0,7,Personal Auto,Personal L2,Offer1,Call Center,670,Four-Door Car,Medsize,Manual,February,2011
4723,Washington,13728,Yes,Extended,College,2011-01-08,Unemployed,M,0,Suburban,Single,126,15.0,4,0.0,2,Personal Auto,Personal L3,Offer1,Agent,605,SUV,Medsize,Automatic,January,2011
4724,California,14440,No,Basic,College,2011-01-23,Employed,M,58452,Suburban,Single,186,7.0,13,0.0,5,Corporate Auto,Corporate L3,Offer4,Branch,893,Luxury Car,Medsize,Automatic,January,2011
4725,Oregon,10209,Yes,Extended,College,2011-02-14,Employed,F,35482,Suburban,Married,129,21.0,59,0.0,3,Personal Auto,Personal L3,Offer1,Branch,619,SUV,Medsize,Automatic,February,2011
4726,Oregon,4656,No,Extended,Master,2011-01-26,Unemployed,M,0,Suburban,Married,128,6.0,37,1.0,1,Personal Auto,Personal L2,Offer1,Agent,1548,Sports Car,Medsize,Manual,January,2011
4727,Washington,6481,No,Extended,High School or Below,2011-02-11,Unemployed,F,0,Suburban,Single,92,1.0,17,0.0,6,Personal Auto,Personal L2,Offer3,Agent,442,Four-Door Car,Medsize,Manual,February,2011
4728,Oregon,5742,No,Basic,College,2011-01-29,Employed,F,86641,Rural,Married,71,17.0,79,0.0,6,Personal Auto,Personal L3,Offer4,Branch,162,Two-Door Car,Small,Manual,January,2011
4729,California,10525,No,Extended,High School or Below,2011-01-09,Employed,F,40332,Urban,Married,132,10.0,59,2.0,5,Personal Auto,Personal L3,Offer1,Branch,464,Sports Car,Medsize,Automatic,January,2011
4730,Oregon,2776,No,Extended,Bachelor,2011-02-05,Unemployed,F,0,Suburban,Single,79,28.0,94,0.0,1,Personal Auto,Personal L2,Offer1,Branch,509,Four-Door Car,Medsize,Manual,February,2011
4731,California,7851,No,Basic,College,2011-02-15,Unemployed,F,0,Suburban,Married,69,5.0,78,0.0,2,Corporate Auto,Corporate L3,Offer4,Web,331,Four-Door Car,Medsize,Automatic,February,2011
4732,Oregon,4919,No,Basic,College,2011-02-17,Employed,M,29256,Suburban,Married,63,33.0,41,0.0,5,Personal Auto,Personal L1,Offer4,Branch,302,Four-Door Car,Medsize,Manual,February,2011
4733,Oregon,13108,No,Basic,Bachelor,2011-02-28,Employed,M,49088,Suburban,Divorced,114,17.0,87,1.0,2,Corporate Auto,Corporate L2,Offer3,Branch,547,SUV,Small,Automatic,February,2011
4734,Arizona,29973,No,Extended,Bachelor,2011-02-16,Employed,F,48471,Rural,Married,83,5.0,20,1.0,2,Personal Auto,Personal L2,Offer1,Call Center,209,Four-Door Car,Medsize,Automatic,February,2011
4735,Oregon,7724,No,Basic,Bachelor,2011-01-30,Employed,F,46988,Rural,Single,195,8.0,69,0.0,1,Corporate Auto,Corporate L3,Offer1,Call Center,295,Luxury SUV,Medsize,Manual,January,2011
4736,Nevada,2223,No,Basic,College,2011-02-11,Unemployed,F,0,Suburban,Single,62,5.0,54,0.0,1,Corporate Auto,Corporate L2,Offer1,Agent,446,Two-Door Car,Medsize,Automatic,February,2011
4737,Washington,2618,No,Basic,High School or Below,2011-01-17,Employed,M,28663,Suburban,Married,66,23.0,34,0.0,1,Corporate Auto,Corporate L3,Offer4,Call Center,431,Two-Door Car,Medsize,Manual,January,2011
4738,California,2990,No,Basic,High School or Below,2011-02-11,Employed,F,73137,Urban,Married,74,14.0,45,1.0,1,Corporate Auto,Corporate L3,Offer1,Branch,228,Four-Door Car,Medsize,Automatic,February,2011
4739,Oregon,7613,No,Extended,High School or Below,2011-02-17,Employed,M,36247,Urban,Married,96,35.0,29,0.0,7,Corporate Auto,Corporate L2,Offer1,Agent,330,Four-Door Car,Medsize,Manual,February,2011
4740,Nevada,4354,No,Extended,High School or Below,2011-01-06,Unemployed,M,0,Suburban,Single,121,30.0,85,0.0,1,Personal Auto,Personal L3,Offer1,Call Center,871,SUV,Medsize,Manual,January,2011
4741,Washington,2594,No,Basic,High School or Below,2011-01-21,Unemployed,F,0,Suburban,Single,72,31.0,99,0.0,1,Personal Auto,Personal L1,Offer3,Call Center,346,Four-Door Car,Large,Automatic,January,2011
4742,Arizona,4887,No,Basic,High School or Below,2011-01-27,Employed,F,76374,Suburban,Divorced,61,21.0,28,0.0,7,Personal Auto,Personal L3,Offer2,Call Center,293,Four-Door Car,Small,Manual,January,2011
4743,Oregon,10864,No,Basic,Doctor,2011-02-09,Employed,F,95579,Urban,Single,67,19.0,78,0.0,2,Personal Auto,Personal L1,Offer1,Agent,309,Four-Door Car,Medsize,Automatic,February,2011
4744,California,17498,Yes,Basic,College,2011-02-28,Unemployed,M,0,Suburban,Divorced,73,9.0,94,0.0,2,Personal Auto,Personal L2,Offer1,Agent,350,Two-Door Car,Medsize,Manual,February,2011
4745,Oregon,2298,No,Basic,College,2011-01-02,Unemployed,M,0,Suburban,Married,63,19.0,9,0.0,1,Corporate Auto,Corporate L1,Offer2,Branch,302,Four-Door Car,Small,Manual,January,2011
4746,Arizona,11881,No,Premium,High School or Below,2011-01-23,Unemployed,F,0,Suburban,Single,114,29.0,96,0.0,2,Personal Auto,Personal L3,Offer1,Branch,821,Four-Door Car,Medsize,Manual,January,2011
4747,California,7150,No,Extended,Master,2011-02-19,Employed,M,24124,Suburban,Married,91,24.0,52,0.0,3,Corporate Auto,Corporate L1,Offer3,Agent,437,Four-Door Car,Medsize,Manual,February,2011
4748,Oregon,11315,Yes,Premium,Bachelor,2011-02-16,Disabled,F,11885,Suburban,Divorced,101,18.0,39,0.0,2,Special Auto,Special L2,Offer1,Agent,485,Four-Door Car,Medsize,Automatic,February,2011
4749,Arizona,8715,Yes,Basic,College,2011-02-21,Unemployed,F,0,Suburban,Divorced,118,14.0,64,0.0,4,Personal Auto,Personal L1,Offer1,Agent,566,SUV,Medsize,Manual,February,2011
4750,Oregon,5309,No,Extended,Bachelor,2011-01-24,Employed,M,40178,Suburban,Married,136,7.0,13,0.0,1,Special Auto,Special L2,Offer1,Agent,653,SUV,Medsize,Automatic,January,2011
4751,Nevada,6993,No,Extended,College,2011-02-22,Employed,F,94652,Suburban,Married,86,18.0,88,0.0,3,Personal Auto,Personal L3,Offer1,Branch,413,Four-Door Car,Medsize,Automatic,February,2011
4752,California,3557,No,Extended,Doctor,2011-02-21,Disabled,M,17272,Suburban,Married,93,30.0,58,0.0,1,Personal Auto,Personal L2,Offer4,Call Center,446,Two-Door Car,Medsize,Automatic,February,2011
4753,Oregon,2764,No,Basic,Bachelor,2011-02-11,Employed,F,54183,Suburban,Divorced,70,1.0,91,0.0,1,Personal Auto,Personal L3,Offer1,Web,336,Four-Door Car,Large,Automatic,February,2011
4754,Oregon,7126,No,Basic,Bachelor,2011-01-20,Employed,M,30895,Suburban,Divorced,62,10.0,35,0.0,2,Personal Auto,Personal L2,Offer4,Web,298,Four-Door Car,Small,Manual,January,2011
4755,California,7883,No,Extended,High School or Below,2011-02-21,Employed,F,23235,Suburban,Married,99,28.0,71,0.0,4,Personal Auto,Personal L3,Offer2,Call Center,588,Four-Door Car,Medsize,Manual,February,2011
4756,California,4814,No,Basic,College,2011-02-07,Unemployed,M,0,Suburban,Single,67,15.0,4,0.0,4,Personal Auto,Personal L3,Offer2,Agent,482,Four-Door Car,Medsize,Manual,February,2011
4757,California,5926,No,Basic,College,2011-01-26,Employed,M,92949,Urban,Married,74,21.0,84,0.0,3,Personal Auto,Personal L1,Offer2,Web,337,Two-Door Car,Medsize,Manual,January,2011
4758,Arizona,3231,Yes,Extended,College,2011-01-05,Employed,M,62873,Urban,Divorced,81,0.0,41,0.0,1,Corporate Auto,Corporate L1,Offer2,Call Center,208,Four-Door Car,Medsize,Automatic,January,2011
4759,Nevada,2515,Yes,Basic,High School or Below,2011-02-14,Employed,F,43860,Rural,Single,65,15.0,58,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,156,Four-Door Car,Medsize,Automatic,February,2011
4760,Oregon,2710,No,Basic,College,2011-01-17,Employed,F,58828,Suburban,Married,68,13.0,98,0.0,1,Personal Auto,Personal L3,Offer1,Agent,447,Four-Door Car,Small,Manual,January,2011
4761,California,6564,No,Extended,Bachelor,2011-02-22,Employed,M,32375,Suburban,Married,83,17.0,83,0.0,6,Personal Auto,Personal L1,Offer1,Agent,398,Four-Door Car,Small,Manual,February,2011
4762,California,6732,No,Extended,High School or Below,2011-01-29,Unemployed,M,0,Suburban,Single,99,15.0,79,0.0,5,Personal Auto,Personal L3,Offer4,Web,713,Two-Door Car,Small,Manual,January,2011
4763,Washington,4903,No,Basic,High School or Below,2011-01-03,Unemployed,F,0,Suburban,Single,66,22.0,1,1.0,3,Corporate Auto,Corporate L3,Offer1,Agent,475,Four-Door Car,Medsize,Automatic,January,2011
4764,Arizona,8093,Yes,Basic,College,2011-02-05,Employed,M,50825,Urban,Married,102,3.0,46,0.0,3,Personal Auto,Personal L1,Offer1,Agent,370,SUV,Medsize,Automatic,February,2011
4765,Arizona,11987,No,Extended,Master,2011-01-17,Employed,F,87560,Suburban,Married,98,4.0,86,1.0,2,Personal Auto,Personal L2,Offer1,Web,470,Two-Door Car,Medsize,Manual,January,2011
4766,Oregon,11692,No,Extended,Bachelor,2011-02-06,Employed,M,40548,Suburban,Divorced,98,7.0,57,0.0,2,Personal Auto,Personal L3,Offer1,Agent,470,Four-Door Car,Medsize,Manual,February,2011
4767,California,5743,No,Basic,Doctor,2011-01-23,Employed,M,61776,Urban,Divorced,73,9.0,61,3.0,6,Personal Auto,Personal L2,Offer3,Agent,343,Two-Door Car,Medsize,Automatic,January,2011
4768,Arizona,2606,No,Basic,College,2011-02-14,Employed,M,20592,Urban,Single,71,15.0,81,1.0,1,Personal Auto,Personal L3,Offer4,Branch,195,Two-Door Car,Medsize,Manual,February,2011
4769,California,4518,No,Extended,Bachelor,2011-01-04,Unemployed,M,0,Suburban,Single,78,7.0,65,3.0,6,Personal Auto,Personal L3,Offer4,Web,374,Four-Door Car,Medsize,Automatic,January,2011
4770,Oregon,8382,Yes,Basic,Bachelor,2011-01-27,Employed,M,25998,Suburban,Married,71,16.0,38,0.0,2,Personal Auto,Personal L3,Offer2,Call Center,792,Four-Door Car,Medsize,Manual,January,2011
4771,Arizona,8295,No,Premium,High School or Below,2011-01-23,Employed,M,78189,Rural,Married,103,10.0,10,0.0,5,Corporate Auto,Corporate L3,Offer3,Agent,99,Four-Door Car,Medsize,Manual,January,2011
4772,Arizona,25627,No,Extended,Doctor,2011-02-12,Medical Leave,F,14278,Urban,Married,134,6.0,9,0.0,2,Personal Auto,Personal L2,Offer2,Web,346,Sports Car,Small,Automatic,February,2011
4773,Arizona,2718,No,Basic,College,2011-02-27,Employed,F,30009,Urban,Married,68,28.0,56,0.0,1,Personal Auto,Personal L1,Offer1,Agent,317,Four-Door Car,Medsize,Manual,February,2011
4774,Nevada,11773,No,Basic,High School or Below,2011-01-10,Employed,M,51008,Suburban,Married,74,15.0,95,0.0,2,Corporate Auto,Corporate L1,Offer3,Branch,355,Two-Door Car,Small,Manual,January,2011
4775,California,11264,No,Extended,Bachelor,2011-01-22,Employed,M,34923,Suburban,Single,98,23.0,82,0.0,2,Personal Auto,Personal L1,Offer1,Call Center,639,Two-Door Car,Medsize,Automatic,January,2011
4776,Arizona,2619,No,Basic,College,2011-02-20,Unemployed,M,0,Suburban,Single,74,2.0,51,0.0,1,Personal Auto,Personal L3,Offer1,Agent,471,Four-Door Car,Medsize,Manual,February,2011
4777,California,5440,No,Basic,High School or Below,2011-01-25,Employed,M,61546,Rural,Married,68,4.0,27,0.0,3,Corporate Auto,Corporate L2,Offer4,Call Center,29,Two-Door Car,Large,Automatic,January,2011
4778,Washington,2648,Yes,Basic,College,2011-02-20,Employed,M,37876,Urban,Single,69,13.0,15,0.0,1,Corporate Auto,Corporate L1,Offer2,Agent,300,Four-Door Car,Medsize,Manual,February,2011
4779,California,15114,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,28513,Suburban,Married,100,4.0,22,1.0,2,Personal Auto,Personal L1,Offer2,Call Center,480,SUV,Medsize,Manual,January,2011
4780,Nevada,8471,No,Basic,Bachelor,2011-01-10,Employed,M,70624,Rural,Married,106,6.0,52,0.0,3,Corporate Auto,Corporate L3,Offer4,Call Center,49,SUV,Small,Manual,January,2011
4781,California,4242,No,Basic,Master,2011-02-13,Medical Leave,M,19834,Suburban,Divorced,64,26.0,8,4.0,8,Personal Auto,Personal L3,Offer1,Agent,461,Four-Door Car,Small,Automatic,February,2011
4782,Oregon,4428,Yes,Basic,High School or Below,2011-01-29,Employed,F,58577,Urban,Married,110,15.0,62,0.0,1,Personal Auto,Personal L3,Offer1,Agent,304,SUV,Medsize,Manual,January,2011
4783,Oregon,5491,No,Basic,Bachelor,2011-01-15,Employed,F,49480,Rural,Married,70,17.0,57,1.0,4,Corporate Auto,Corporate L2,Offer2,Web,73,Four-Door Car,Medsize,Automatic,January,2011
4784,Nevada,2396,Yes,Basic,Bachelor,2011-01-10,Unemployed,F,0,Suburban,Married,66,6.0,71,2.0,1,Personal Auto,Personal L3,Offer2,Call Center,433,Four-Door Car,Large,Automatic,January,2011
4785,Oregon,7180,No,Premium,Bachelor,2011-02-25,Employed,F,34161,Suburban,Married,186,5.0,10,3.0,1,Personal Auto,Personal L3,Offer3,Call Center,893,SUV,Medsize,Manual,February,2011
4786,Washington,22332,Yes,Extended,College,2011-01-11,Employed,M,49078,Suburban,Single,97,10.0,3,0.0,2,Special Auto,Special L3,Offer2,Branch,484,Four-Door Car,Medsize,Automatic,January,2011
4787,California,9117,No,Extended,Bachelor,2011-01-18,Unemployed,M,0,Urban,Married,126,29.0,61,0.0,3,Corporate Auto,Corporate L3,Offer1,Branch,422,SUV,Medsize,Automatic,January,2011
4788,California,4466,No,Basic,Bachelor,2011-01-22,Employed,F,50909,Urban,Married,112,11.0,39,0.0,1,Personal Auto,Personal L3,Offer2,Branch,339,SUV,Medsize,Manual,January,2011
4789,California,16110,No,Basic,High School or Below,2011-02-14,Unemployed,F,0,Suburban,Married,73,12.0,42,0.0,2,Personal Auto,Personal L3,Offer3,Call Center,350,Four-Door Car,Small,Automatic,February,2011
4790,Arizona,5374,No,Basic,High School or Below,2011-02-26,Unemployed,F,0,Suburban,Married,72,2.0,83,0.0,3,Personal Auto,Personal L3,Offer1,Call Center,427,Four-Door Car,Medsize,Manual,February,2011
4791,Oregon,8625,No,Basic,Master,2011-01-08,Employed,F,43610,Suburban,Married,106,16.0,60,0.0,5,Personal Auto,Personal L3,Offer2,Agent,509,Sports Car,Medsize,Manual,January,2011
4792,California,4398,No,Basic,College,2011-02-25,Employed,M,91653,Urban,Divorced,111,10.0,25,0.0,1,Corporate Auto,Corporate L3,Offer2,Agent,344,SUV,Medsize,Automatic,February,2011
4793,California,5548,Yes,Basic,Bachelor,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1.0,78,0.0,9,Personal Auto,Personal L1,Offer1,Agent,331,Four-Door Car,Medsize,Automatic,January,2011
4794,California,2674,No,Basic,High School or Below,2011-01-17,Employed,F,33451,Suburban,Married,67,0.0,1,0.0,1,Personal Auto,Personal L2,Offer2,Agent,337,Four-Door Car,Medsize,Automatic,January,2011
4795,California,5462,No,Basic,High School or Below,2011-01-07,Employed,F,39626,Suburban,Married,69,23.0,0,0.0,3,Personal Auto,Personal L3,Offer2,Agent,486,Four-Door Car,Large,Manual,January,2011
4796,Washington,5552,No,Basic,College,2011-02-25,Employed,M,46043,Suburban,Married,70,22.0,59,0.0,7,Personal Auto,Personal L2,Offer1,Agent,336,Four-Door Car,Medsize,Manual,February,2011
4797,Oregon,19644,No,Basic,Bachelor,2011-01-12,Employed,F,84488,Urban,Married,61,33.0,71,0.0,2,Personal Auto,Personal L1,Offer1,Agent,209,Four-Door Car,Medsize,Automatic,January,2011
4798,California,27790,Yes,Extended,Bachelor,2011-01-20,Employed,F,33806,Urban,Divorced,89,32.0,59,0.0,2,Personal Auto,Personal L3,Offer2,Web,396,Four-Door Car,Medsize,Automatic,January,2011
4799,Oregon,7920,No,Basic,High School or Below,2011-02-08,Employed,F,59648,Suburban,Married,66,20.0,72,0.0,2,Personal Auto,Personal L3,Offer3,Agent,317,Four-Door Car,Medsize,Automatic,February,2011
4800,California,2470,No,Basic,Bachelor,2011-01-15,Employed,F,92711,Suburban,Single,62,24.0,10,0.0,1,Personal Auto,Personal L2,Offer3,Agent,368,Two-Door Car,Medsize,Automatic,January,2011
4801,Nevada,5978,No,Basic,High School or Below,2011-01-14,Employed,F,79140,Suburban,Married,74,9.0,59,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,488,Four-Door Car,Small,Automatic,January,2011
4802,Oregon,7379,No,Basic,High School or Below,2011-01-27,Unemployed,F,0,Suburban,Single,105,3.0,12,0.0,4,Personal Auto,Personal L3,Offer1,Branch,756,SUV,Small,Manual,January,2011
4803,Nevada,8718,No,Premium,Master,2011-02-22,Employed,F,83707,Urban,Married,108,2.0,72,0.0,7,Corporate Auto,Corporate L3,Offer1,Agent,290,Four-Door Car,Medsize,Manual,February,2011
4804,California,8853,No,Extended,High School or Below,2011-01-16,Unemployed,F,0,Suburban,Single,83,12.0,97,0.0,2,Personal Auto,Personal L2,Offer3,Agent,598,Four-Door Car,Large,Automatic,January,2011
4805,California,8476,No,Basic,Bachelor,2011-01-22,Employed,M,28181,Suburban,Married,109,32.0,41,0.0,3,Personal Auto,Personal L2,Offer3,Call Center,523,SUV,Medsize,Automatic,January,2011
4806,Oregon,2974,No,Basic,College,2011-02-16,Employed,F,23333,Rural,Married,74,8.0,43,0.0,1,Corporate Auto,Corporate L3,Offer4,Agent,6,Four-Door Car,Medsize,Manual,February,2011
4807,Oregon,7557,No,Basic,High School or Below,2011-01-19,Unemployed,F,0,Suburban,Single,69,5.0,64,0.0,2,Personal Auto,Personal L1,Offer1,Web,497,Four-Door Car,Medsize,Manual,January,2011
4808,Washington,5659,No,Extended,High School or Below,2011-01-30,Unemployed,M,0,Suburban,Single,84,32.0,96,0.0,4,Personal Auto,Personal L1,Offer3,Web,847,Four-Door Car,Medsize,Manual,January,2011
4809,California,8886,No,Basic,High School or Below,2011-01-21,Disabled,F,20903,Suburban,Married,117,4.0,40,0.0,8,Personal Auto,Personal L2,Offer4,Branch,562,SUV,Medsize,Manual,January,2011
4810,California,10964,Yes,Premium,High School or Below,2011-02-08,Employed,M,55687,Suburban,Divorced,276,33.0,91,0.0,1,Corporate Auto,Corporate L3,Offer1,Agent,1325,Luxury SUV,Medsize,Automatic,February,2011
4811,Washington,15096,No,Basic,High School or Below,2011-01-26,Disabled,M,14909,Suburban,Married,199,31.0,95,0.0,6,Personal Auto,Personal L2,Offer1,Branch,1238,Luxury Car,Medsize,Manual,January,2011
